Data;Cidade;UF;Vendedor;Salario;Veículo;Preço
16/jun/20;Pedreira;SP;Ana Silva;2100;EcoSport;24643
16/jun/20;Pedreira;SP;Ana Silva;2100;Fiesta;30191
16/jun/20;Pedreira;SP;Ana Silva;2100;Cruze;32761
16/jun/20;Pedreira;SP;Ana Silva;2100;Uno;45201
16/jun/20;Pedreira;SP;Ana Silva;2100;Logan;32248
01/jun/20;Pedreira;SP;Ana Silva;2100;Cruze;23276
01/jun/20;Pedreira;SP;Ana Silva;2100;EcoSport;38931
01/jun/20;Pedreira;SP;Ana Silva;2100;EcoSport;27138
09/jun/20;Pedreira;SP;Ana Silva;2100;Ka;38137
09/jun/20;Pedreira;SP;Ana Silva;2100;Pálio;21114
09/jun/20;Pedreira;SP;Ana Silva;2100;Civic;13016
09/jun/20;Pedreira;SP;Ana Silva;2100;EcoSport;15862
07/jun/20;Pedreira;SP;Ana Silva;2100;Fiesta;26524
07/jun/20;Pedreira;SP;Ana Silva;2100;Civic;33390
17/jun/20;Pedreira;SP;Ana Silva;2100;EcoSport;46771
17/jun/20;Pedreira;SP;Ana Silva;2100;Civic;59340
17/jun/20;Pedreira;SP;Ana Silva;2100;Logan;29467
17/jun/20;Pedreira;SP;Ana Silva;2100;Corola;14647
27/jun/20;Pedreira;SP;Ana Silva;2100;Logan;43520
27/jun/20;Pedreira;SP;Ana Silva;2100;Cruze;42919
27/jun/20;Pedreira;SP;Ana Silva;2100;Gol;27431
27/jun/20;Pedreira;SP;Ana Silva;2100;Cruze;15641
27/jun/20;Pedreira;SP;Ana Silva;2100;Pálio;43093
27/jun/20;Pedreira;SP;Ana Silva;2100;Corola;36197
18/jun/20;Pedreira;SP;Ana Silva;2100;Polo;12801
18/jun/20;Pedreira;SP;Ana Silva;2100;Ka;59825
18/jun/20;Pedreira;SP;Ana Silva;2100;Fiesta;20560
08/jun/20;Pedreira;SP;Ana Silva;2100;Gol;49045
08/jun/20;Pedreira;SP;Ana Silva;2100;Polo;34629
10/jun/20;Pedreira;SP;Ana Silva;2100;Ka;32034
10/jun/20;Pedreira;SP;Ana Silva;2100;Uno;40477
10/jun/20;Pedreira;SP;Ana Silva;2100;Fiesta;31666
02/jun/20;Pedreira;SP;Ana Silva;2100;Ka;44044
02/jun/20;Pedreira;SP;Ana Silva;2100;Cruze;59884
02/jun/20;Pedreira;SP;Ana Silva;2100;Polo;36399
12/jul/20;Pedreira;SP;Ana Silva;2100;Polo;56077
12/jul/20;Pedreira;SP;Ana Silva;2100;EcoSport;26361
12/jul/20;Pedreira;SP;Ana Silva;2100;Polo;33582
04/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;18368
04/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;56378
04/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;47649
10/jul/20;Pedreira;SP;Ana Silva;2100;Uno;48357
10/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;40587
10/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;13413
10/jul/20;Pedreira;SP;Ana Silva;2100;Polo;57684
09/jul/20;Pedreira;SP;Ana Silva;2100;Uno;50057
09/jul/20;Pedreira;SP;Ana Silva;2100;Ka;49819
09/jul/20;Pedreira;SP;Ana Silva;2100;Logan;21834
09/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;34026
09/jul/20;Pedreira;SP;Ana Silva;2100;Pálio;59966
09/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;18494
09/jul/20;Pedreira;SP;Ana Silva;2100;Ka;46136
09/jul/20;Pedreira;SP;Ana Silva;2100;Logan;50843
09/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;59761
09/jul/20;Pedreira;SP;Ana Silva;2100;Corola;49261
09/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;19414
12/jul/20;Pedreira;SP;Ana Silva;2100;Gol;39766
12/jul/20;Pedreira;SP;Ana Silva;2100;Logan;56144
12/jul/20;Pedreira;SP;Ana Silva;2100;Corola;12841
12/jul/20;Pedreira;SP;Ana Silva;2100;Logan;46679
12/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;46857
12/jul/20;Pedreira;SP;Ana Silva;2100;Logan;50663
12/jul/20;Pedreira;SP;Ana Silva;2100;Pálio;54015
23/jul/20;Pedreira;SP;Ana Silva;2100;Gol;30760
23/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;18667
23/jul/20;Pedreira;SP;Ana Silva;2100;Corola;23389
09/jul/20;Pedreira;SP;Ana Silva;2100;Pálio;18775
09/jul/20;Pedreira;SP;Ana Silva;2100;Gol;51166
09/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;39204
09/jul/20;Pedreira;SP;Ana Silva;2100;Civic;31989
09/jul/20;Pedreira;SP;Ana Silva;2100;Ka;24489
09/jul/20;Pedreira;SP;Ana Silva;2100;Civic;35511
21/jul/20;Pedreira;SP;Ana Silva;2100;Logan;51406
21/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;54255
28/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;16762
28/jul/20;Pedreira;SP;Ana Silva;2100;Polo;28137
28/jul/20;Pedreira;SP;Ana Silva;2100;Polo;54742
28/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;36482
28/jul/20;Pedreira;SP;Ana Silva;2100;Logan;45928
28/jul/20;Pedreira;SP;Ana Silva;2100;Logan;28502
28/jul/20;Pedreira;SP;Ana Silva;2100;Logan;19196
28/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;43029
28/jul/20;Pedreira;SP;Ana Silva;2100;Polo;52885
28/jul/20;Pedreira;SP;Ana Silva;2100;Gol;54921
28/jul/20;Pedreira;SP;Ana Silva;2100;Pálio;13800
26/jul/20;Pedreira;SP;Ana Silva;2100;Gol;25941
26/jul/20;Pedreira;SP;Ana Silva;2100;Ka;15187
26/jul/20;Pedreira;SP;Ana Silva;2100;Uno;14772
26/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;42068
26/jul/20;Pedreira;SP;Ana Silva;2100;Civic;49333
26/jul/20;Pedreira;SP;Ana Silva;2100;Corola;51453
24/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;11175
24/jul/20;Pedreira;SP;Ana Silva;2100;Polo;39119
24/jul/20;Pedreira;SP;Ana Silva;2100;Polo;29439
24/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;49658
24/jul/20;Pedreira;SP;Ana Silva;2100;Gol;15135
04/jul/20;Pedreira;SP;Ana Silva;2100;EcoSport;19623
04/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;45124
04/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;15274
04/jul/20;Pedreira;SP;Ana Silva;2100;Pálio;25982
04/jul/20;Pedreira;SP;Ana Silva;2100;Uno;45619
04/jul/20;Pedreira;SP;Ana Silva;2100;Polo;56110
04/jul/20;Pedreira;SP;Ana Silva;2100;Corola;29789
04/jul/20;Pedreira;SP;Ana Silva;2100;Uno;17835
04/jul/20;Pedreira;SP;Ana Silva;2100;Uno;47716
27/jul/20;Pedreira;SP;Ana Silva;2100;Uno;52680
27/jul/20;Pedreira;SP;Ana Silva;2100;Polo;34193
27/jul/20;Pedreira;SP;Ana Silva;2100;Ka;43826
27/jul/20;Pedreira;SP;Ana Silva;2100;Pálio;44515
27/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;31440
27/jul/20;Pedreira;SP;Ana Silva;2100;Uno;15497
27/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;32941
12/jul/20;Pedreira;SP;Ana Silva;2100;Ka;45557
12/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;32756
12/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;18236
06/jul/20;Pedreira;SP;Ana Silva;2100;Gol;27204
06/jul/20;Pedreira;SP;Ana Silva;2100;Pálio;14355
06/jul/20;Pedreira;SP;Ana Silva;2100;Polo;15990
06/jul/20;Pedreira;SP;Ana Silva;2100;Gol;41744
06/jul/20;Pedreira;SP;Ana Silva;2100;Corola;25202
06/jul/20;Pedreira;SP;Ana Silva;2100;Gol;34482
06/jul/20;Pedreira;SP;Ana Silva;2100;Ka;39705
06/jul/20;Pedreira;SP;Ana Silva;2100;EcoSport;33523
06/jul/20;Pedreira;SP;Ana Silva;2100;Polo;46209
06/jul/20;Pedreira;SP;Ana Silva;2100;Gol;53319
06/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;48400
17/jul/20;Pedreira;SP;Ana Silva;2100;EcoSport;56052
17/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;13861
17/jul/20;Pedreira;SP;Ana Silva;2100;Corola;16582
17/jul/20;Pedreira;SP;Ana Silva;2100;Civic;33825
17/jul/20;Pedreira;SP;Ana Silva;2100;EcoSport;49846
05/jul/20;Pedreira;SP;Ana Silva;2100;Uno;20491
25/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;40828
25/jul/20;Pedreira;SP;Ana Silva;2100;Logan;14034
25/jul/20;Pedreira;SP;Ana Silva;2100;Logan;34641
25/jul/20;Pedreira;SP;Ana Silva;2100;EcoSport;10016
25/jul/20;Pedreira;SP;Ana Silva;2100;Corola;43124
25/jul/20;Pedreira;SP;Ana Silva;2100;Fiesta;55326
25/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;49338
25/jul/20;Pedreira;SP;Ana Silva;2100;Civic;52468
07/jul/20;Pedreira;SP;Ana Silva;2100;Logan;24816
07/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;35670
07/jul/20;Pedreira;SP;Ana Silva;2100;Logan;18970
07/jul/20;Pedreira;SP;Ana Silva;2100;Logan;21936
07/jul/20;Pedreira;SP;Ana Silva;2100;Gol;29127
07/jul/20;Pedreira;SP;Ana Silva;2100;Polo;12046
07/jul/20;Pedreira;SP;Ana Silva;2100;Pálio;38005
22/jul/20;Pedreira;SP;Ana Silva;2100;Civic;51904
22/jul/20;Pedreira;SP;Ana Silva;2100;Corola;47914
15/jul/20;Pedreira;SP;Ana Silva;2100;Logan;32253
15/jul/20;Pedreira;SP;Ana Silva;2100;Uno;18799
15/jul/20;Pedreira;SP;Ana Silva;2100;Corola;39233
15/jul/20;Pedreira;SP;Ana Silva;2100;Gol;22121
15/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;13431
19/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;41099
19/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;41163
19/jul/20;Pedreira;SP;Ana Silva;2100;EcoSport;14240
19/jul/20;Pedreira;SP;Ana Silva;2100;Corola;31860
19/jul/20;Pedreira;SP;Ana Silva;2100;Cruze;25933
19/jul/20;Pedreira;SP;Ana Silva;2100;Polo;18859
05/jul/20;Pedreira;SP;Ana Silva;2100;Gol;53765
05/jul/20;Pedreira;SP;Ana Silva;2100;Ka;41627
05/jul/20;Pedreira;SP;Ana Silva;2100;Polo;49395
05/jul/20;Pedreira;SP;Ana Silva;2100;Ka;57453
05/jul/20;Pedreira;SP;Ana Silva;2100;Corola;56735
05/jul/20;Pedreira;SP;Ana Silva;2100;Civic;35380
05/jul/20;Pedreira;SP;Ana Silva;2100;Gol;31975
05/jul/20;Pedreira;SP;Ana Silva;2100;Uno;30856
05/jul/20;Pedreira;SP;Ana Silva;2100;Corola;21164
05/jul/20;Pedreira;SP;Ana Silva;2100;Polo;14535
05/jul/20;Pedreira;SP;Ana Silva;2100;EcoSport;40421
09/ago/20;Pedreira;SP;Ana Silva;2100;Polo;44753
09/ago/20;Pedreira;SP;Ana Silva;2100;Cruze;33998
09/ago/20;Pedreira;SP;Ana Silva;2100;Cruze;12486
09/ago/20;Pedreira;SP;Ana Silva;2100;Corola;40898
09/ago/20;Pedreira;SP;Ana Silva;2100;Uno;32336
09/ago/20;Pedreira;SP;Ana Silva;2100;EcoSport;34558
09/ago/20;Pedreira;SP;Ana Silva;2100;Civic;16254
09/ago/20;Pedreira;SP;Ana Silva;2100;Uno;39601
09/ago/20;Pedreira;SP;Ana Silva;2100;Fiesta;30701
09/ago/20;Pedreira;SP;Ana Silva;2100;Pálio;15027
27/ago/20;Pedreira;SP;Ana Silva;2100;Civic;50861
27/ago/20;Pedreira;SP;Ana Silva;2100;Corola;33448
27/ago/20;Pedreira;SP;Ana Silva;2100;Fiesta;48423
27/ago/20;Pedreira;SP;Ana Silva;2100;Logan;27076
27/ago/20;Pedreira;SP;Ana Silva;2100;EcoSport;25949
27/ago/20;Pedreira;SP;Ana Silva;2100;Civic;29539
25/ago/20;Pedreira;SP;Ana Silva;2100;Fiesta;46681
25/ago/20;Pedreira;SP;Ana Silva;2100;Corola;29979
25/ago/20;Pedreira;SP;Ana Silva;2100;Logan;51017
25/ago/20;Pedreira;SP;Ana Silva;2100;Fiesta;36349
25/ago/20;Pedreira;SP;Ana Silva;2100;Uno;22058
25/ago/20;Pedreira;SP;Ana Silva;2100;Cruze;35958
26/ago/20;Pedreira;SP;Ana Silva;2100;Ka;11236
17/ago/20;Pedreira;SP;Ana Silva;2100;Cruze;10421
17/ago/20;Pedreira;SP;Ana Silva;2100;EcoSport;49136
17/ago/20;Pedreira;SP;Ana Silva;2100;Pálio;53428
17/ago/20;Pedreira;SP;Ana Silva;2100;Logan;28772
17/ago/20;Pedreira;SP;Ana Silva;2100;Ka;52558
17/ago/20;Pedreira;SP;Ana Silva;2100;Civic;58623
17/ago/20;Pedreira;SP;Ana Silva;2100;Pálio;41898
17/ago/20;Pedreira;SP;Ana Silva;2100;Cruze;19046
17/ago/20;Pedreira;SP;Ana Silva;2100;Gol;25709
17/ago/20;Pedreira;SP;Ana Silva;2100;Corola;25394
17/ago/20;Pedreira;SP;Ana Silva;2100;Gol;34364
06/ago/20;Pedreira;SP;Ana Silva;2100;Pálio;45731
06/ago/20;Pedreira;SP;Ana Silva;2100;Civic;25886
06/ago/20;Pedreira;SP;Ana Silva;2100;Ka;42876
23/ago/20;Pedreira;SP;Ana Silva;2100;Ka;20138
23/ago/20;Pedreira;SP;Ana Silva;2100;Ka;32703
23/ago/20;Pedreira;SP;Ana Silva;2100;Pálio;11944
23/ago/20;Pedreira;SP;Ana Silva;2100;Cruze;17370
23/ago/20;Pedreira;SP;Ana Silva;2100;Ka;17449
23/ago/20;Pedreira;SP;Ana Silva;2100;Uno;24989
23/ago/20;Pedreira;SP;Ana Silva;2100;Fiesta;10567
23/ago/20;Pedreira;SP;Ana Silva;2100;EcoSport;59955
23/ago/20;Pedreira;SP;Ana Silva;2100;Cruze;40093
23/ago/20;Pedreira;SP;Ana Silva;2100;EcoSport;57413
23/ago/20;Pedreira;SP;Ana Silva;2100;Civic;14845
27/ago/20;Pedreira;SP;Ana Silva;2100;Uno;23212
27/ago/20;Pedreira;SP;Ana Silva;2100;Logan;32810
27/ago/20;Pedreira;SP;Ana Silva;2100;Fiesta;28006
27/ago/20;Pedreira;SP;Ana Silva;2100;Cruze;25851
27/ago/20;Pedreira;SP;Ana Silva;2100;Fiesta;30649
27/ago/20;Pedreira;SP;Ana Silva;2100;Cruze;48366
27/ago/20;Pedreira;SP;Ana Silva;2100;Ka;39137
27/ago/20;Pedreira;SP;Ana Silva;2100;Civic;24750
27/ago/20;Pedreira;SP;Ana Silva;2100;Pálio;46116
27/ago/20;Pedreira;SP;Ana Silva;2100;Pálio;43293
27/ago/20;Pedreira;SP;Ana Silva;2100;Corola;42086
18/ago/20;Pedreira;SP;Ana Silva;2100;Uno;27165
18/ago/20;Pedreira;SP;Ana Silva;2100;Logan;20718
18/ago/20;Pedreira;SP;Ana Silva;2100;Logan;17130
18/ago/20;Pedreira;SP;Ana Silva;2100;Gol;11512
18/ago/20;Pedreira;SP;Ana Silva;2100;Pálio;12954
18/ago/20;Pedreira;SP;Ana Silva;2100;Civic;13252
18/ago/20;Pedreira;SP;Ana Silva;2100;Corola;31378
18/ago/20;Pedreira;SP;Ana Silva;2100;EcoSport;35341
18/ago/20;Pedreira;SP;Ana Silva;2100;Uno;50098
03/ago/20;Pedreira;SP;Ana Silva;2100;Logan;52735
03/ago/20;Pedreira;SP;Ana Silva;2100;EcoSport;18377
05/ago/20;Pedreira;SP;Ana Silva;2100;Fiesta;18367
05/ago/20;Pedreira;SP;Ana Silva;2100;Ka;35624
05/ago/20;Pedreira;SP;Ana Silva;2100;Fiesta;59402
05/ago/20;Pedreira;SP;Ana Silva;2100;Uno;49797
15/ago/20;Pedreira;SP;Ana Silva;2100;Corola;43336
15/ago/20;Pedreira;SP;Ana Silva;2100;Pálio;35178
15/ago/20;Pedreira;SP;Ana Silva;2100;Gol;34736
15/ago/20;Pedreira;SP;Ana Silva;2100;Cruze;34673
15/ago/20;Pedreira;SP;Ana Silva;2100;EcoSport;23613
15/ago/20;Pedreira;SP;Ana Silva;2100;Ka;46661
25/ago/20;Pedreira;SP;Ana Silva;2100;Uno;48824
04/ago/20;Pedreira;SP;Ana Silva;2100;Logan;47746
04/ago/20;Pedreira;SP;Ana Silva;2100;Fiesta;44512
04/ago/20;Pedreira;SP;Ana Silva;2100;Uno;31169
04/ago/20;Pedreira;SP;Ana Silva;2100;Pálio;58370
04/ago/20;Pedreira;SP;Ana Silva;2100;Logan;29823
14/ago/20;Pedreira;SP;Ana Silva;2100;Pálio;37973
14/ago/20;Pedreira;SP;Ana Silva;2100;Corola;56530
14/ago/20;Pedreira;SP;Ana Silva;2100;Ka;34207
14/ago/20;Pedreira;SP;Ana Silva;2100;Logan;33332
02/ago/20;Pedreira;SP;Ana Silva;2100;Logan;35673
02/ago/20;Pedreira;SP;Ana Silva;2100;Civic;29957
02/ago/20;Pedreira;SP;Ana Silva;2100;Ka;30709
02/ago/20;Pedreira;SP;Ana Silva;2100;Civic;30996
02/ago/20;Pedreira;SP;Ana Silva;2100;Pálio;20046
02/ago/20;Pedreira;SP;Ana Silva;2100;Pálio;14064
02/ago/20;Pedreira;SP;Ana Silva;2100;Cruze;40835
02/ago/20;Pedreira;SP;Ana Silva;2100;Polo;43395
17/ago/20;Pedreira;SP;Ana Silva;2100;Uno;34559
27/set/20;Pedreira;SP;Ana Silva;2100;Ka;28339
07/set/20;Pedreira;SP;Ana Silva;2100;Logan;11495
07/set/20;Pedreira;SP;Ana Silva;2100;Logan;17547
07/set/20;Pedreira;SP;Ana Silva;2100;Logan;14602
07/set/20;Pedreira;SP;Ana Silva;2100;Civic;22840
07/set/20;Pedreira;SP;Ana Silva;2100;Polo;44157
07/set/20;Pedreira;SP;Ana Silva;2100;Cruze;49031
07/set/20;Pedreira;SP;Ana Silva;2100;Gol;59683
07/set/20;Pedreira;SP;Ana Silva;2100;Ka;41882
04/set/20;Pedreira;SP;Ana Silva;2100;Fiesta;46582
16/set/20;Pedreira;SP;Ana Silva;2100;Pálio;21221
16/set/20;Pedreira;SP;Ana Silva;2100;Pálio;31800
16/set/20;Pedreira;SP;Ana Silva;2100;Polo;35116
16/set/20;Pedreira;SP;Ana Silva;2100;Logan;47910
16/set/20;Pedreira;SP;Ana Silva;2100;EcoSport;54680
16/set/20;Pedreira;SP;Ana Silva;2100;EcoSport;34615
16/set/20;Pedreira;SP;Ana Silva;2100;Corola;55169
16/set/20;Pedreira;SP;Ana Silva;2100;Polo;52383
16/set/20;Pedreira;SP;Ana Silva;2100;Civic;41564
16/set/20;Pedreira;SP;Ana Silva;2100;Polo;39033
16/set/20;Pedreira;SP;Ana Silva;2100;Pálio;34184
11/set/20;Pedreira;SP;Ana Silva;2100;Uno;58085
11/set/20;Pedreira;SP;Ana Silva;2100;EcoSport;11183
11/set/20;Pedreira;SP;Ana Silva;2100;Logan;42158
11/set/20;Pedreira;SP;Ana Silva;2100;Gol;46875
11/set/20;Pedreira;SP;Ana Silva;2100;EcoSport;49636
11/set/20;Pedreira;SP;Ana Silva;2100;Ka;30924
11/set/20;Pedreira;SP;Ana Silva;2100;Uno;15986
11/set/20;Pedreira;SP;Ana Silva;2100;Uno;10603
11/set/20;Pedreira;SP;Ana Silva;2100;Fiesta;53219
11/set/20;Pedreira;SP;Ana Silva;2100;Logan;32743
11/set/20;Pedreira;SP;Ana Silva;2100;Fiesta;43786
08/set/20;Pedreira;SP;Ana Silva;2100;Corola;44729
08/set/20;Pedreira;SP;Ana Silva;2100;Fiesta;59276
08/set/20;Pedreira;SP;Ana Silva;2100;Civic;57091
08/set/20;Pedreira;SP;Ana Silva;2100;Cruze;46197
08/set/20;Pedreira;SP;Ana Silva;2100;Cruze;37038
08/set/20;Pedreira;SP;Ana Silva;2100;Pálio;43154
08/set/20;Pedreira;SP;Ana Silva;2100;Civic;40702
08/set/20;Pedreira;SP;Ana Silva;2100;Pálio;11049
08/set/20;Pedreira;SP;Ana Silva;2100;Fiesta;12224
08/set/20;Pedreira;SP;Ana Silva;2100;Logan;34418
08/set/20;Pedreira;SP;Ana Silva;2100;Ka;49967
12/set/20;Pedreira;SP;Ana Silva;2100;Gol;30631
12/set/20;Pedreira;SP;Ana Silva;2100;EcoSport;18616
12/set/20;Pedreira;SP;Ana Silva;2100;EcoSport;50467
12/set/20;Pedreira;SP;Ana Silva;2100;Polo;20567
12/set/20;Pedreira;SP;Ana Silva;2100;Civic;39409
12/set/20;Pedreira;SP;Ana Silva;2100;Corola;23439
12/set/20;Pedreira;SP;Ana Silva;2100;Logan;11014
21/set/20;Pedreira;SP;Ana Silva;2100;Pálio;22339
21/set/20;Pedreira;SP;Ana Silva;2100;Uno;24130
21/set/20;Pedreira;SP;Ana Silva;2100;Gol;27770
21/set/20;Pedreira;SP;Ana Silva;2100;Corola;59473
21/set/20;Pedreira;SP;Ana Silva;2100;Fiesta;46102
21/set/20;Pedreira;SP;Ana Silva;2100;Logan;13928
21/set/20;Pedreira;SP;Ana Silva;2100;Civic;57887
21/set/20;Pedreira;SP;Ana Silva;2100;Gol;10282
05/set/20;Pedreira;SP;Ana Silva;2100;Cruze;45442
05/set/20;Pedreira;SP;Ana Silva;2100;Corola;10395
20/set/20;Pedreira;SP;Ana Silva;2100;Cruze;42536
20/set/20;Pedreira;SP;Ana Silva;2100;Corola;45512
20/set/20;Pedreira;SP;Ana Silva;2100;Polo;25427
20/set/20;Pedreira;SP;Ana Silva;2100;Civic;29013
20/set/20;Pedreira;SP;Ana Silva;2100;Civic;33683
20/set/20;Pedreira;SP;Ana Silva;2100;Uno;47618
20/set/20;Pedreira;SP;Ana Silva;2100;EcoSport;50987
20/set/20;Pedreira;SP;Ana Silva;2100;Fiesta;46912
20/set/20;Pedreira;SP;Ana Silva;2100;Polo;31975
20/set/20;Pedreira;SP;Ana Silva;2100;Fiesta;13121
20/set/20;Pedreira;SP;Ana Silva;2100;Fiesta;54076
27/set/20;Pedreira;SP;Ana Silva;2100;Cruze;40844
27/set/20;Pedreira;SP;Ana Silva;2100;Cruze;34631
27/set/20;Pedreira;SP;Ana Silva;2100;Civic;18160
27/set/20;Pedreira;SP;Ana Silva;2100;EcoSport;45893
27/set/20;Pedreira;SP;Ana Silva;2100;Gol;59556
27/set/20;Pedreira;SP;Ana Silva;2100;Civic;27997
27/set/20;Pedreira;SP;Ana Silva;2100;Logan;53974
27/set/20;Pedreira;SP;Ana Silva;2100;Polo;20605
27/set/20;Pedreira;SP;Ana Silva;2100;Corola;20655
27/set/20;Pedreira;SP;Ana Silva;2100;Polo;16434
26/out/20;Pedreira;SP;Ana Silva;2100;Logan;34600
26/out/20;Pedreira;SP;Ana Silva;2100;Corola;18407
26/out/20;Pedreira;SP;Ana Silva;2100;Fiesta;20479
26/out/20;Pedreira;SP;Ana Silva;2100;Uno;58894
26/out/20;Pedreira;SP;Ana Silva;2100;Cruze;11855
27/out/20;Pedreira;SP;Ana Silva;2100;Cruze;30093
27/out/20;Pedreira;SP;Ana Silva;2100;Cruze;32729
27/out/20;Pedreira;SP;Ana Silva;2100;Corola;19707
27/out/20;Pedreira;SP;Ana Silva;2100;Gol;27972
27/out/20;Pedreira;SP;Ana Silva;2100;Cruze;26601
27/out/20;Pedreira;SP;Ana Silva;2100;Ka;45698
27/out/20;Pedreira;SP;Ana Silva;2100;Corola;13014
27/out/20;Pedreira;SP;Ana Silva;2100;Polo;11393
27/out/20;Pedreira;SP;Ana Silva;2100;Corola;58225
04/out/20;Pedreira;SP;Ana Silva;2100;Gol;34242
04/out/20;Pedreira;SP;Ana Silva;2100;Logan;37414
04/out/20;Pedreira;SP;Ana Silva;2100;Gol;53376
04/out/20;Pedreira;SP;Ana Silva;2100;Gol;56197
04/out/20;Pedreira;SP;Ana Silva;2100;Pálio;25061
18/out/20;Pedreira;SP;Ana Silva;2100;Civic;31297
19/out/20;Pedreira;SP;Ana Silva;2100;Ka;52905
19/out/20;Pedreira;SP;Ana Silva;2100;Gol;56220
19/out/20;Pedreira;SP;Ana Silva;2100;Uno;52801
07/out/20;Pedreira;SP;Ana Silva;2100;Pálio;53424
19/out/20;Pedreira;SP;Ana Silva;2100;Cruze;39503
19/out/20;Pedreira;SP;Ana Silva;2100;Corola;23857
19/out/20;Pedreira;SP;Ana Silva;2100;Fiesta;30051
19/out/20;Pedreira;SP;Ana Silva;2100;EcoSport;35088
19/out/20;Pedreira;SP;Ana Silva;2100;Logan;16040
19/out/20;Pedreira;SP;Ana Silva;2100;Gol;46910
19/out/20;Pedreira;SP;Ana Silva;2100;Gol;40141
03/out/20;Pedreira;SP;Ana Silva;2100;Fiesta;22624
03/out/20;Pedreira;SP;Ana Silva;2100;Fiesta;59206
03/out/20;Pedreira;SP;Ana Silva;2100;Uno;50610
03/out/20;Pedreira;SP;Ana Silva;2100;EcoSport;18203
03/out/20;Pedreira;SP;Ana Silva;2100;Cruze;48853
03/out/20;Pedreira;SP;Ana Silva;2100;Ka;30870
03/out/20;Pedreira;SP;Ana Silva;2100;Pálio;30849
03/out/20;Pedreira;SP;Ana Silva;2100;EcoSport;26352
03/out/20;Pedreira;SP;Ana Silva;2100;Ka;52065
04/out/20;Pedreira;SP;Ana Silva;2100;Ka;51066
04/out/20;Pedreira;SP;Ana Silva;2100;Pálio;50871
04/out/20;Pedreira;SP;Ana Silva;2100;Cruze;45779
04/out/20;Pedreira;SP;Ana Silva;2100;Corola;16818
04/out/20;Pedreira;SP;Ana Silva;2100;Gol;48878
04/out/20;Pedreira;SP;Ana Silva;2100;Ka;16230
20/nov/20;Pedreira;SP;Ana Silva;2100;Logan;48647
20/nov/20;Pedreira;SP;Ana Silva;2100;Ka;39824
20/nov/20;Pedreira;SP;Ana Silva;2100;Uno;35069
20/nov/20;Pedreira;SP;Ana Silva;2100;Civic;47503
20/nov/20;Pedreira;SP;Ana Silva;2100;Logan;40255
02/nov/20;Pedreira;SP;Ana Silva;2100;Gol;30912
02/nov/20;Pedreira;SP;Ana Silva;2100;Logan;41854
02/nov/20;Pedreira;SP;Ana Silva;2100;Fiesta;37676
02/nov/20;Pedreira;SP;Ana Silva;2100;Logan;11254
02/nov/20;Pedreira;SP;Ana Silva;2100;Cruze;47448
18/nov/20;Pedreira;SP;Ana Silva;2100;Uno;24544
18/nov/20;Pedreira;SP;Ana Silva;2100;Pálio;15696
18/nov/20;Pedreira;SP;Ana Silva;2100;Uno;14134
18/nov/20;Pedreira;SP;Ana Silva;2100;EcoSport;29507
18/nov/20;Pedreira;SP;Ana Silva;2100;Logan;23161
18/nov/20;Pedreira;SP;Ana Silva;2100;Fiesta;47422
18/nov/20;Pedreira;SP;Ana Silva;2100;Logan;19690
18/nov/20;Pedreira;SP;Ana Silva;2100;Civic;59231
07/nov/20;Pedreira;SP;Ana Silva;2100;Gol;29170
07/nov/20;Pedreira;SP;Ana Silva;2100;Pálio;19577
07/nov/20;Pedreira;SP;Ana Silva;2100;Logan;18523
07/nov/20;Pedreira;SP;Ana Silva;2100;Corola;13902
